iter,w1,w2,w3,w4,w5
84,0.958141653,0.521597345,0.563640168,0.455435213,1.799622935
85,0.671775448,0.664219375,0.546046765,1.669576565,0.269018415
86,0.801810831,1.076272953,0.547399553,1.688698042,1.825561014
87,0.761458239,0.451896601,1.109145681,1.610152098,1.814738211
88,0.819690502,0.513514172,0.533648122,0.138895385,1.507091499
89,0.74311055,0.625102046,1.089165093,1.892763509,1.867264797
90,0.843157709,1.113496239,1.143748945,0.344233184,0.159017792
91,0.841269119,1.009338198,1.304105001,0.293332578,0.213462848
92,0.851486599,1.066724719,1.057585463,2.080305246,0.144900031
93,1.000183057,0.631933195,0.532568733,0.343248788,0.261847676
94,0.951464933,0.670265044,0.441278217,0.19409532,1.984981984
95,0.793887546,0.997323316,1.015849452,1.620274946,1.549575274
96,0.769967392,0.655472605,0.964888006,0.214042372,1.549922845
97,0.707183313,0.461027213,1.133273316,1.649258218,2.079291089
98,0.777058858,0.660646335,0.450556272,1.736126889,0.139665933
99,0.838131602,0.531370877,1.209321076,1.681932107,0.408767028
100,0.69883718,1.220618458,1.006771861,1.662662713,0.132017703
101,0.816633681,0.798387561,1.081458772,0.363705142,0.270665048
102,0.754871272,1.029189399,0.549165482,1.556939522,0.239258005
103,0.77125594,1.180410952,0.519057376,1.746913775,1.667981449
104,0.989259628,0.522317692,0.424567939,0.264520608,2.12343826
105,0.792601053,1.120699134,0.462733898,1.58432464,0.153700178
106,0.772387855,0.647729549,1.182605416,0.355902716,2.112250033
107,0.818480381,0.977987684,0.717782883,1.615883058,2.104505567
108,0.760880033,0.520875563,0.584052478,0.4228171,1.275341054
109,0.763577147,1.005336314,0.60443093,0.285510506,2.170273411
110,0.892473851,0.477112215,0.410729885,1.622416967,1.492009015
111,0.823211404,0.835444401,0.951671087,1.432492147,0.234551169
112,0.94033197,0.602395893,0.439571358,1.615267006,0.123136149
113,0.748647395,0.437065207,0.378240474,1.820248175,1.593700122
114,0.764074456,1.043535194,0.445214923,0.267007181,1.310548681
115,0.651245593,0.423216478,0.697974308,0.244045098,0.251320658
116,0.816972387,0.904736462,0.9213449,0.540827304,1.480807063
117,0.721734898,0.383130675,0.883965401,1.550711438,1.36078217
118,0.956284273,0.609462288,0.465683991,1.521678528,0.126766247
119,0.734699225,1.041214072,1.095930066,1.317366118,1.632593496
120,0.745605926,0.530211923,1.179157148,0.243628497,0.401073815
121,0.761108628,0.43965316,0.387411877,1.546171198,1.450534169
122,0.860977797,0.995999151,1.284301924,0.203134598,1.702963085
123,0.597262385,0.525028504,0.855058703,0.313126581,0.320723738
124,0.631741921,0.563617352,0.356437293,1.886778817,0.253698857
125,0.799128418,0.877888002,0.379067668,2.096320743,0.177758983
126,0.690178602,0.576911125,1.045555264,0.19288271,0.191907123
127,0.709291241,0.982223268,0.496713042,0.323079601,1.476761915
128,0.644871413,0.837422789,1.001179382,1.659952485,0.345871096
129,0.648396428,0.834583387,0.343975488,0.42398802,1.432604066
130,0.904226456,0.650069713,0.539590198,0.156967593,0.121585537
131,0.667984306,0.810221909,0.541627148,0.5048526,1.857464092
132,0.900896672,1.192130291,0.417550203,0.217374979,2.056525927
133,0.774100029,0.545520859,1.366632957,0.175602166,0.179610817
134,0.706264957,1.037935512,0.387263227,0.146840147,0.17845187
135,0.686008156,0.480052178,1.191866857,1.765036124,0.286905616
136,0.970838897,0.948465338,0.591444897,1.773428726,0.341334663
137,0.644058776,1.006232725,0.305484456,0.106814821,1.635778778
138,0.563666883,0.411694215,0.478989978,0.345089579,1.417598064
139,0.755746,1.082069193,1.133876875,0.343910924,0.145427094
140,0.799505494,0.959077714,1.068383884,0.143287239,2.028550393
141,0.748640866,0.571400856,0.846071416,1.977267768,2.044396534
142,0.752937692,0.56724551,0.585718439,0.172781619,0.287590023
143,0.966074713,0.535419443,1.052206571,0.55533603,0.182788122
144,0.630266107,0.7879528,0.340354646,1.370008112,0.188342703
145,0.57045044,0.624700452,0.33076553,1.564026671,0.134226005
146,0.704038805,0.93531143,0.896582261,1.581584793,1.361129174
147,0.677428471,0.533547951,0.287042762,0.239412646,2.025339914
148,0.603916426,0.550869229,0.347024912,1.481271342,1.596593213
149,0.918344472,0.685920071,0.575828841,0.256602471,1.6790499
150,0.697804696,0.960041355,0.329649132,1.588599049,1.930777224
151,0.741829275,0.549103203,0.961290013,1.799558178,0.307917578
152,0.584874923,0.528495796,0.505622244,0.20192035,0.194819043
153,0.518827104,0.647141134,0.859149508,1.588729418,1.63247035
154,0.649516338,0.980528067,0.275654892,0.213196263,0.130017655
155,0.744219604,0.863279328,1.119687992,1.578430697,1.577665437
156,0.774752702,0.521045228,0.606279882,0.321949179,0.131036369
157,0.914950765,0.445213037,0.835504937,1.392742973,1.692686595
158,0.635188509,0.868576905,0.380182166,1.305373859,0.155273331
159,0.902200404,0.482593516,0.90899004,0.371614324,1.533851048
160,0.603424597,0.910663061,0.281293959,1.354466681,1.665445486
161,0.528522414,0.788027111,0.828694283,0.052739254,0.155055986
162,0.708826909,0.809527668,0.409296031,1.299170643,0.123685514
163,0.789657311,0.357609624,0.904230438,0.197380095,1.427503823
164,0.673568983,0.642754078,1.061699151,1.540803091,0.109235455
165,0.548002351,0.922602061,0.577769543,0.198172461,1.610439049
166,0.576636465,0.84622743,0.598889106,0.195756366,0.154711096
167,0.557634555,0.892681166,1.20267211,1.698926165,1.814350793
168,0.555604117,0.719685687,1.189697145,0.385260662,0.153616843
169,0.494006125,1.046491182,0.57186772,0.201351726,0.428620776
170,0.650893594,0.965256773,0.253437331,1.61855454,1.194588997
171,0.678594023,1.038169305,0.790167312,0.257048954,0.388291196
172,0.626707277,0.559762949,0.792619077,0.207436047,1.473777738
173,0.610718492,0.882099261,0.360518829,0.508858897,0.122129384
174,0.623586937,0.603438724,0.383974624,0.35263418,0.082279891
175,1.026521868,0.81170983,0.798316853,1.29660515,0.167942425
176,0.598959126,0.816495449,0.962495288,0.238945656,0.126916021
177,0.932288739,0.673612807,0.77613126,1.533413658,1.936491399
178,0.688325021,0.349710223,0.774950571,1.422050617,0.159887054
179,0.887533551,0.754781933,1.076462221,0.252981824,0.165086004
180,0.770130606,0.892824498,0.829075545,1.493879509,0.223611193
181,0.648774095,0.547058669,0.752951209,1.931993561,0.427025081
182,0.527397307,0.867059963,0.403097145,0.188998207,0.114924274
183,0.702159359,0.654793185,0.677844091,0.24735318,1.544876373
184,0.67454489,0.953199235,1.221992953,0.315664748,0.155977213
185,0.458990414,0.623126846,0.478723421,0.286687297,0.142651546
186,0.738878474,0.595101138,0.7722978,0.121293204,0.217173409
187,0.45818401,0.442214639,0.443173763,1.670965148,0.142644393
188,0.576719562,0.632793925,0.363341248,1.908873945,0.252609663
189,0.404623987,0.840853115,0.980828411,1.205364456,0.244311321
190,0.673004885,0.546502543,1.071565899,1.398953319,0.081514601
191,0.520537261,0.626117421,1.130996708,0.196958439,1.314014371
192,0.404572703,0.950660106,0.726493203,0.222342998,0.258541358
193,0.397330834,1.046429161,0.674202494,1.392794056,1.955146783
194,0.666179416,0.756492895,0.453152316,0.166508645,1.358740673
195,0.511614276,0.542230306,0.793598146,1.342784187,0.127201726
196,0.884447555,0.625516138,1.105889235,1.918355588,1.300068471
197,0.787995754,0.542366109,0.559654341,0.157049469,0.139107453
198,0.356750383,0.614573792,0.935201866,1.597606675,1.582274078
199,0.467245661,0.478063677,0.401762196,0.236334246,1.648785534
200,0.654971495,0.667080446,0.296181298,1.444791389,0.239636428
201,0.894199401,0.615696788,0.762373099,1.176712336,1.28396313
202,0.705149719,0.493875444,0.293986868,0.154481232,1.22566893
203,0.595865332,0.324372623,0.797642405,1.523790518,1.275458685
204,0.628558798,0.500714825,0.512389024,0.159738002,1.173067476
205,0.411638304,0.544900394,0.311829504,0.235012455,1.076619734
206,0.468334277,0.833221377,0.480984378,0.1559559,0.108584677
207,0.8268218,0.303404733,0.705136007,0.148554247,1.781357478
208,0.710269702,0.51443292,0.691132584,0.560577552,1.930838775
209,0.778173943,0.778852737,0.307184502,0.283110403,1.185903309
210,0.460237416,0.362644664,0.78262266,1.074382638,1.253914345
211,0.844512691,0.910089482,0.289075755,1.072775808,0.99494676
212,0.884715937,1.182509259,0.383349003,1.721787791,0.06987303
213,0.590976863,0.593250767,0.4154569,1.502668037,1.087606445
214,0.915286724,0.957025554,0.560124303,1.200685713,1.481445995
215,0.468913695,0.564558268,0.606342389,0.291368685,1.269729951
216,0.684742609,0.573664116,0.267988936,1.912116662,1.46659579
217,0.772610335,0.501266508,0.907351951,0.135955597,0.140295367
218,0.463956264,0.661463923,0.857446585,0.181702919,0.372153922
219,0.409343114,0.553640866,0.604359789,0.500844225,1.749600266
220,0.457951081,0.676407324,0.412393548,0.226125413,1.255344717
221,0.657274899,0.543970815,0.360164359,1.148481547,1.617365541
222,0.893968894,0.475192688,0.234254643,0.16162375,1.119959585
223,0.425208865,0.51036311,0.668424887,0.154493962,0.162794749
224,0.474859362,0.787532544,0.262324785,0.285531354,0.136444025
225,0.526438525,0.510600821,0.924409987,0.249724603,0.162957897
226,0.679730628,0.565669248,0.407709445,0.184160158,1.455548883
227,0.465015735,0.345604359,0.430265608,0.031158671,1.170092821
228,0.468032241,0.492748321,0.281771811,0.098076221,0.964966742
229,0.703500708,0.560308681,0.4557364,1.494133287,1.255328563
230,0.522784662,0.388571179,0.424434958,1.311775657,0.127011039
231,0.669935423,0.786505757,0.647966603,0.273792394,1.499148857
232,0.655685355,0.564442203,1.051843289,0.164469081,0.134626437
233,0.59828968,0.470544999,0.219598811,0.212629609,1.248269906
234,0.512973126,0.660428079,1.123964684,1.118577606,1.104483335
235,0.27513528,0.482440095,0.572123177,1.691806187,1.271001794
236,0.548920164,0.796476856,1.186937001,1.308692104,0.104936418
237,0.297179639,0.688161034,0.277089153,0.199090549,2.086998565
238,0.844297744,0.907920355,0.199423436,0.242727809,0.195801422
239,0.48645514,0.596068141,0.592088698,0.322204593,1.190341302
240,0.961110936,0.683318694,0.6373433,1.020472353,0.122919846
241,0.274861726,0.763819025,0.212426476,0.320525539,0.218530813
242,0.5575546,0.324410458,0.200121211,1.746659762,0.098407833
243,0.651807234,0.829060085,0.482507519,1.393394196,1.563709111
244,0.673684486,0.423869235,0.447072446,0.38592866,0.22405254
245,0.652116013,0.736971816,0.246851962,0.161640206,0.193024461
246,0.532277125,0.595121172,0.812195168,0.466603381,1.202123046
247,0.415788182,0.732122691,0.955800454,0.161567678,0.189334134
248,0.83401024,0.542566535,0.823781246,0.224266847,0.096560224
249,0.324034314,0.251029048,0.808466732,1.20388831,0.077159918
250,0.588991226,0.248276489,0.291717518,0.200593797,0.28239506
251,0.399320373,0.247695823,0.42543051,1.474385637,0.076407738
252,0.648360012,0.857315453,0.627257174,1.433804177,0.084933436
253,0.575511574,0.617917986,1.152280495,1.028351213,1.393254736
254,0.532013437,0.628348265,0.313147064,1.431017522,1.433626528
255,0.555646095,0.579404308,0.761323764,0.215674481,1.075487892
256,0.338816327,0.756873308,0.384046657,1.060713474,0.365477072
257,0.380451551,0.619432657,0.383097299,0.232768775,0.075596804
258,0.313972925,0.726898475,0.262262529,1.517550973,0.090672047
259,0.956178274,0.640332308,0.430915518,1.315833326,1.862164308
260,0.64766693,0.240184557,0.509377856,1.524477167,0.211853254
261,0.528767245,0.537837824,1.140596934,0.17195501,0.231559305
262,0.954299633,0.393405829,0.539335912,0.133913753,1.368406539
263,0.53538754,0.606287558,0.606506521,0.14932643,1.802361633
264,0.634623419,0.42758923,0.423957254,1.030034852,0.06118355
265,0.394265788,0.314939868,0.927651503,0.080201181,1.895551833
266,0.912359212,0.629027524,0.315669321,1.415230522,1.168513802
267,1.050603631,0.797069887,0.387575426,0.106633871,0.097795177
268,0.344837953,0.866305182,0.428188134,1.118917302,0.060075453
269,0.546775106,0.114621746,0.353492872,0.263556845,0.152115098
270,0.5100056,0.194364457,0.330279639,0.136004666,1.345580769
271,0.295076008,0.426521071,0.568540148,1.195420968,1.636524973
272,0.441854598,0.38465756,0.49174202,1.194258122,0.067164525
273,0.538285245,0.438180124,0.606377127,0.932988144,0.182713284
274,0.320098246,0.621604295,0.24615827,0.257785104,0.200664496
275,0.286804733,0.242620788,0.352693726,0.206669818,0.101618664
276,0.402959125,0.283501437,0.546303656,0.047450997,1.089309504
277,0.601533105,0.877785817,0.416718014,1.412200673,1.102252585
278,0.93560092,0.762280716,0.417841679,1.195361023,0.177536365
279,0.353538924,0.295676138,0.234722472,0.445567356,0.089160014
280,0.511119064,0.21969711,0.34761409,0.291980005,1.157148227
281,0.522572379,0.612261198,0.72058616,0.217743924,0.117224
282,0.436592809,0.426981921,0.612005739,0.240274862,1.356358669
283,0.644247931,0.306925851,0.203247062,0.435978496,0.173809082
284,0.343233285,0.732823702,0.202487441,0.850197598,0.127238955
285,0.417156893,0.293475035,0.227021885,0.185562126,0.064322655
286,0.459753605,0.92650823,0.600162149,1.565073268,0.904532303
287,0.516958415,0.52358221,0.966044667,0.142393182,1.455741485
288,0.302454357,0.344923579,1.248094974,1.150606932,1.708745925
289,0.594887641,0.491442554,0.545904661,0.048001689,0.063246445
290,0.477446312,0.281144052,0.817460892,1.157021089,0.064566609
291,0.739757283,0.862794763,0.881350653,1.607271406,0.166283741
292,0.312729421,0.885623699,0.167023804,0.237757372,0.11808894
293,0.422366132,0.372401466,0.36828919,0.564016399,0.061436907
294,0.472098678,0.403932369,0.17349742,1.441914494,0.041082749
295,0.414716707,0.284801304,0.496222357,1.726116109,0.858088703
296,0.343776122,0.216752936,0.226416088,1.008911532,0.913164587
297,0.492674342,0.491614403,0.264883979,0.150918335,1.321486791
298,0.727586682,0.716516337,0.22719302,0.283642375,0.898293419
299,0.495234682,0.402672588,0.287806098,0.114859129,1.230270186
300,0.481365036,0.752470783,1.109551669,0.444540174,1.709644543
301,0.562927783,0.2429955,0.570017474,1.317059016,0.268713665
302,0.257084303,0.258737212,1.037613234,0.165840126,0.124142985
303,0.300942675,0.39690603,0.645597058,0.233275827,0.108434502
304,0.407834312,0.62914018,0.484436875,0.185349659,1.860861848
305,0.281266423,0.307547958,0.321763401,0.38871507,1.308500268
306,0.667267191,1.102384048,0.551276806,0.097812356,0.104701454
307,0.383968968,0.389266279,0.52529234,1.147700786,1.285712851
308,0.298136126,0.083337823,0.213383627,1.270282859,0.043834397
309,0.580175675,0.21077617,0.238109039,0.20503124,1.446541333
310,0.269816769,0.587369661,1.031543369,0.22559447,1.099930475
311,0.451587518,0.38059527,0.26487405,0.149409071,0.135223186
312,0.48643787,1.129524906,0.122404717,0.040130927,0.134910415
313,0.175870786,0.720733391,0.60771538,0.150318845,0.076351068
314,0.495073792,0.378043883,0.68546049,0.182039479,0.349854724
315,0.54488053,0.250087619,0.148195574,0.202888639,1.303055318
316,0.395428413,0.827185392,0.537062898,0.090511283,0.778106601
317,0.573846481,0.432131099,0.553855384,0.950631617,1.243504664
318,0.689895624,0.69441423,0.670487169,0.571241088,1.594361991
319,0.302484164,1.079573665,0.510508347,0.700820628,1.225125854
320,0.437819371,0.358408685,0.361027221,0.499082406,1.095938054
321,0.478170072,0.283717397,0.374431074,0.274540907,0.024278359
322,0.405283079,0.780370284,0.627404402,0.092727556,0.058553505
323,0.384429333,0.281539422,0.304718185,0.198997823,0.130645537
324,0.481444911,0.459960332,0.421481746,1.147230429,0.057043214
325,0.725360473,0.77739787,0.278515762,0.261903812,0.114808568
326,0.859064724,0.337923409,0.141296529,0.132059001,0.865162913
327,0.23787988,0.165961727,0.310032414,1.270667731,1.399798365
328,0.72571486,0.61597031,0.600795522,0.177271363,0.030298507
329,0.54120477,0.414793866,0.465056072,1.080633652,1.463687553
330,0.302012135,0.280805955,0.1584542,0.242609391,0.162964258
331,0.291431819,0.285021727,0.355301528,0.04309939,0.079566175
332,0.644833571,0.205948495,0.567500322,0.101603672,0.055271993
333,0.449173018,0.333959337,0.401296755,0.127403773,0.043824565
334,0.56521466,0.856079608,0.140089985,0.914960106,1.249431674
335,0.596901082,0.490389774,0.155391419,0.41677179,0.158715268
336,0.267933318,0.509365891,0.551512224,0.253840739,0.046382676
337,0.593739547,0.626746295,0.205109189,0.191748226,0.054865823
338,0.524121959,0.565345117,0.241546851,1.405378798,0.822078399
339,0.366612631,0.571202116,0.69826077,1.377685265,1.213696346
340,0.398109622,0.633128189,0.290081295,0.993458665,0.296127199
341,0.806122065,0.358286429,0.186200474,0.793891819,1.713777876
342,0.438783387,0.767240281,1.218060726,1.397077728,0.168728653
343,0.287374792,0.39356729,0.132483013,0.134245403,0.037464597
344,0.902776163,0.335582674,0.492400198,0.162083338,0.039583106
345,0.56177538,0.708612538,0.699154109,1.537414789,0.111044425
346,0.912476734,0.348004188,0.272390252,0.468730173,0.110903487
347,0.292099172,1.073528714,0.424719929,0.516385567,0.249458443
348,0.500662967,0.060903692,0.106031929,0.049191343,0.843893578
349,0.31140966,0.559409291,0.169648022,0.218030695,1.221126544
350,0.539861795,0.553990354,0.204948515,0.190026455,1.249202098
351,0.22540039,0.383963669,0.415823181,0.62468558,1.233940965
352,0.872595166,0.365734863,0.785041014,0.068915696,0.042524214
353,0.252043264,0.417709383,0.415313812,0.65661554,0.170250099
354,0.554659654,0.271649308,0.281504274,0.049686094,0.709917984
355,0.216412494,0.711809825,0.529132463,0.954816539,0.164483897
356,0.192330001,0.458033853,1.036773399,0.343556924,0.107630219
357,0.327532631,0.379520179,0.258223901,1.439110868,1.620471472
358,0.580534263,0.164529144,0.586035464,0.159977808,0.101173613
359,0.649675349,0.109729736,0.305151637,1.81606268,0.715365371
360,0.260438156,0.286071482,0.415846206,0.20703528,1.35638245
361,0.430698634,0.351459513,0.223935129,1.814818646,0.118160931
362,0.524207279,0.854212479,0.400787623,1.252594922,0.862944209
363,0.637218413,0.360438388,0.405953246,0.245861371,1.178165844
364,0.859098695,0.617821407,0.203242699,0.011071385,0.972561071
365,0.407471266,0.711075474,0.118356107,0.852952755,0.966848415
366,0.241436575,0.196328065,0.655959152,1.812791899,0.161147075
367,0.231483691,0.675457191,0.282397934,0.102004106,0.033577597
368,0.397265875,0.451950855,0.281290481,1.280814164,1.432677712
369,0.370587156,0.447982712,0.601312317,1.01183163,1.788434407
370,0.391856277,0.847502002,0.574420182,0.126597223,1.35667978
371,0.629762395,0.688565327,0.210204117,1.313216647,1.592714387
372,0.581643869,0.555870993,0.612104794,0.57866378,0.084864916
373,0.398367449,0.326082478,0.319745572,0.081821725,0.050319953
374,0.175120697,0.213836897,0.235240941,0.212155957,0.110446687
375,0.174348461,0.178323027,0.104197322,0.132275112,0.132148659
376,0.436818747,0.466282158,1.051436237,0.197384178,1.947649937
377,0.508145637,0.38138796,0.430141216,0.068154054,1.190028511
378,0.248659875,0.190231211,0.421973131,0.70675659,0.040202178
379,0.404094201,0.283759694,0.082896165,1.345662014,1.196103043
380,0.221332832,0.544871956,0.203810395,0.110007247,0.272064272
381,0.828325301,0.214190863,0.715117636,0.332061366,0.795791197
382,0.352553248,0.257191971,0.493234884,0.05823144,0.067533913
383,0.190068695,0.368719538,0.156811034,0.988768967,0.959026075
384,0.423667457,0.467828773,0.222095822,0.88751001,0.058869215
385,0.596639823,0.902666121,0.425094584,0.934437093,1.508545061
386,0.199919233,0.454082687,0.442124384,0.909092782,0.145159151
387,0.415015788,0.198125579,0.421393726,0.184505212,0.094762254
388,0.364394974,0.435649456,0.369568209,0.125507441,1.510137595
389,0.820722429,0.307365753,0.071442082,0.186998296,1.087189635
390,0.686747434,0.359862996,0.267097976,0.581250387,0.097015529
391,0.472589269,0.328291545,0.395118411,0.009255333,0.135009884
392,0.519772939,0.521153908,0.120299369,0.074635095,0.057572052
393,0.850562383,0.195494291,0.347528641,0.123826749,0.038792977
394,0.522668561,0.394264495,0.451550786,0.211842744,0.12886332
395,0.351686856,0.809619258,0.245998167,0.008998773,0.052655523
396,0.365032781,0.619212803,0.215028311,1.223932061,0.03816069
397,0.561241569,0.179576029,0.437205396,1.788608473,0.778584738
398,0.333107715,0.437422697,0.440061822,1.39361741,1.764644025
399,0.249057115,0.19439197,0.574879166,0.545136677,1.931396427
400,0.568132375,0.210930832,0.549773772,1.020103804,0.67898667
401,0.245689596,0.388594818,0.545698101,1.037832085,0.076704976
402,0.589787631,0.274360947,0.18671662,0.037530065,1.163853556
403,0.757352347,0.311457804,0.642527877,0.331600881,0.095562836
404,0.565388585,0.401394855,0.620677241,0.039047381,0.643487398
405,0.62436889,0.734721955,0.134991935,0.634426179,0.923773701
406,0.516361074,0.29682442,0.564988887,1.717237889,0.718650667
407,0.315452813,0.647450227,0.295534105,0.064905878,0.738425085
408,0.297988203,0.353791087,0.92732125,0.114919421,1.248731288
409,0.28222624,0.414481078,0.160545478,1.295949718,1.662807002
410,0.402068786,0.520016122,0.379357691,0.393123392,0.755012532
411,0.614627513,0.504154215,0.153279775,0.053314632,0.070109254
412,0.381828599,0.105175686,0.229479,0.117414614,1.077188133
413,0.3679228,0.426055426,0.209830402,0.096898545,0.126323973
414,0.932253334,0.263278974,0.696405242,0.851987815,1.238578512
415,0.281288131,0.289017786,0.992052785,0.327737223,0.107673375
416,0.484960165,0.199296602,0.402360096,0.570242831,0.844517536
417,0.381811713,0.507945654,0.608857888,0.069434144,0.054999672
418,0.454539871,0.683548649,0.393776175,1.320298553,0.025470553
419,0.247532548,0.908852338,0.22468517,1.301330296,0.137528383
420,0.379231019,0.642189278,0.862548254,0.601639965,1.09037229
421,0.154939477,0.287514798,0.574508202,0.965155093,0.06216573
422,0.140539798,0.079229698,0.199661482,0.266691617,0.047298909
423,0.340774741,0.280179234,1.187585255,0.36563415,0.998586459
424,0.504543577,0.700740311,0.236855281,1.180879667,0.68457951
425,0.45937003,0.373264367,0.40813713,0.794963024,1.424829182
426,0.49279805,0.329876538,0.115724791,0.184644436,0.129950808
427,0.39348584,0.191901931,0.124279083,0.847013675,0.607701928
428,0.584218584,0.723448003,0.598391904,0.121426713,1.105854387
429,0.346294558,0.652595245,0.557232785,0.12074155,0.066994817
430,0.316649911,0.3203765,0.194369274,0.860304128,0.020636498
431,0.140853815,0.292795984,0.091483856,0.465489534,0.600470436
432,0.285122277,0.367853661,0.325376625,1.070916797,0.105661118
433,0.335430054,0.707290302,1.014819506,0.5818667,0.045621201
434,0.470463706,0.245834748,0.547011307,0.226587885,0.081347194
435,0.329452358,0.470901528,0.233267374,1.11632219,0.074091931
436,0.819891971,0.304965458,0.148083498,0.527193797,0.046779223
