iter,w1,w2,w3,w4,w5
1,0.990723291506755,0.820562699163673,1.175822174450180,0.536798578968182,1.582962901952980
2,0.981517079039097,0.812651344127432,1.164157447796040,0.531400242547808,1.569243462594980
3,0.972381760732540,0.804807015900828,1.152578598002620,0.526053339712454,1.555590908935340
4,0.963317697699110,0.797029873228237,1.141086324428480,0.520757815558168,1.542006694073380
5,0.954325214777145,0.789320043845709,1.129681277901710,0.515513594988500,1.528492221878850
6,0.945404601298325,0.781677625315686,1.118364061418130,0.510320583459190,1.515048846914090
7,0.936556111869995,0.774102685866347,1.107135230875850,0.505178667714947,1.501677874418210
8,0.927779967170881,0.766595265234038,1.095995295843860,0.500087716517516,1.488380560351350
9,0.919076354758383,0.759155375507268,1.084944720361850,0.495047581364274,1.475158111497140
10,0.910445429885648,0.751783001970866,1.073983923768930,0.490058097196650,1.462011685621300
11,0.901887316326708,0.744478103948915,1.063113281558670,0.485119083097726,1.448942391684240
12,0.893402107208018,0.737240615645175,1.052333126257970,0.480230342978448,1.435951290105540
13,0.884989865844791,0.730070446979776,1.041643748327430,0.475391666251897,1.423039393078220
14,0.876650626580585,0.722967484420993,1.031045397080920,0.470602828495158,1.410207664930390
15,0.868384395628678,0.715931591811039,1.020538281621920,0.465863592098356,1.397457022532190
16,0.860191151913813,0.708962611184820,1.010122571794540,0.461173706900477,1.384788335745770
17,0.852070847912965,0.702060363580715,0.999798399147079,0.456532910811653,1.372202427915930
18,0.844023410493863,0.695224649842456,0.989565857905854,0.451940930421623,1.359700076399230
19,0.836048741750049,0.688455251411301,0.979425005957582,0.447397481594127,1.347282013129330
20,0.828146719831327,0.681751931107703,0.969375865838107,0.442902270047042,1.334948925216270
21,0.820317199768529,0.675114433901790,0.959418425725772,0.438454991918092,1.322701455577450
22,0.812560014291569,0.668542487671977,0.949552640437597,0.434055334316016,1.310540203598180
23,0.804874974639859,0.662035803951141,0.939778432426576,0.429702975857111,1.298465725819480
24,0.797261871364175,0.655594078659811,0.930095692778459,0.425397587187084,1.286478536651220
